"","station_nm","agency_cd","site_no","dec_lat_va","dec_lon_va","hucCd","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1529","Ranleigh Rd","21VASWCB","21VASWCB-1APIM001.89",38.9373,-77.1411,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1APIM001.89","Ranleigh Rd","River/Stream","watershed fy06","02070010",NA,NA,NA,NA,38.9373,-77.1411,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1530","Rt. # 309  (Old Dominion Dr)","21VASWCB","21VASWCB-1APIM004.16",38.9297,-77.1697,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1APIM004.16","Rt. # 309  (Old Dominion Dr)","River/Stream",NA,"02070010",NA,NA,NA,NA,38.9297,-77.1697,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1531","Pine Hill Creek at RT.  205 BRIDGE","21VASWCB","21VASWCB-1APIN000.57",38.2603,-77.0444,"02070011","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1APIN000.57","Pine Hill Creek at RT.  205 BRIDGE","River/Stream","Rosier Creek Shellfish TMDL IP site 2011","02070011",NA,NA,NA,NA,38.2603,-77.0444,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"193",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1532","Rt. # 645   (Clifton Rd.)","21VASWCB","21VASWCB-1APOE002.00",38.7817,-77.3883,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1APOE002.00","Rt. # 645   (Clifton Rd.)","River/Stream","TMDL station FY05;  Started as Trend station 2005  -  jst","02070010",NA,NA,NA,NA,38.7817,-77.3883,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1533","Rt. # 1   (Jefferson Davis Hwy)","21VASWCB","21VASWCB-1APOH005.36",38.7011,-77.21,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1APOH005.36","Rt. # 1   (Jefferson Davis Hwy)","River/Stream",NA,"02070010",NA,NA,NA,NA,38.7011,-77.21,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1534","Rt. #  642   (Lorton Rd)","21VASWCB","21VASWCB-1APOH005.66",38.7039,-77.2141,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1APOH005.66","Rt. #  642   (Lorton Rd)","River/Stream","On 03/14/06, data collected between 10/17/90 and 06/19/01 were transferred from station 1APOH007.65 to properly reflect where the data were collected. -RPS","02070010",NA,NA,NA,NA,38.7039,-77.2141,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1535","~0.8 RM upstream of Rt. 641  (Pohick Rd)","21VASWCB","21VASWCB-1APOH008.54",38.7318,-77.2198,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1APOH008.54","~0.8 RM upstream of Rt. 641  (Pohick Rd)","River/Stream","Probabilistic Monitoring Station for 2011","02070010",NA,NA,NA,NA,38.7318,-77.2198,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1536","Rt. # 645   (Burke Lake Rd)","21VASWCB","21VASWCB-1APOH015.09",38.7925,-77.2736,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1APOH015.09","Rt. # 645   (Burke Lake Rd)","River/Stream","Watershed station 04/05, TMDL station CY13 - jst","02070010",NA,NA,NA,NA,38.7925,-77.2736,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1537","Rt. # 608   (Brooke Rd)","21VASWCB","21VASWCB-1APOM006.72",38.3565,-77.3955,"02070011","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1APOM006.72","Rt. # 608   (Brooke Rd)","River/Stream","Removed as trend station on 2003 - BHT;  TMDL station FY03  -  jst","02070011",NA,NA,NA,NA,38.3565,-77.3955,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"179",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1538","Rt. # 1   (Jefferson Davis Hwy)","21VASWCB","21VASWCB-1APOW003.11",38.5958,-77.2992,"02070011","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1APOW003.11","Rt. # 1   (Jefferson Davis Hwy)","River/Stream","Coord. DHS 27Feb01; tmdl station 2010, watershed station CY11/12 - jst","02070011",NA,NA,NA,NA,38.5958,-77.2992,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1539","Rt. 1  (Jefferson Davis Hwy)","21VASWCB","21VASWCB-1AQUA004.20",38.5663,-77.3244,"02070011","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1AQUA004.20","Rt. 1  (Jefferson Davis Hwy)","River/Stream","Established as a head of tide station for the Potomac PCB TMDL project - BHT, 12/19/05.","02070011",NA,NA,NA,NA,38.5663,-77.3244,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1540","Rt. # 1 (BUSINESS)","21VASWCB","21VASWCB-1AQUA004.46",38.5655,-77.3292,"02070011","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1AQUA004.46","Rt. # 1 (BUSINESS)","River/Stream","Trend station","02070011",NA,NA,NA,NA,38.5655,-77.3292,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1541","Van Buren Rd","21VASWCB","21VASWCB-1AQUA004.88",38.5687,-77.3359,"02070011","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1AQUA004.88","Van Buren Rd","River/Stream","Special Study station CY15 - jst","02070011",NA,NA,NA,NA,38.5687,-77.3359,0,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1542","RT. 659 BRIDGE","21VASWCB","21VASWCB-1ARED000.46",39.1869,-78.0847,"02070004","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ARED000.46","RT. 659 BRIDGE","River/Stream",NA,"02070004",NA,NA,NA,NA,39.1869,-78.0847,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"069",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1543","Rt. # 676  (Towlston Rd)","21VASWCB","21VASWCB-1AROE000.38",38.9711,-77.2472,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1AROE000.38","Rt. # 676  (Towlston Rd)","River/Stream","station for TMDL Difficult Run FY06;  Watershed station CY15 - jst","02070008",NA,NA,NA,NA,38.9711,-77.2472,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1544","Rt. # 643  (Henderson Rd)","21VASWCB","21VASWCB-1ASAD003.40",38.7481,-77.3231,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASAD003.40","Rt. # 643  (Henderson Rd)","River/Stream","Collocated with gauge 01657600 (peak flow only!).  Removed Level 3 code designating as a trend station on 1/24/03 - BHT.","02070010",NA,NA,NA,NA,38.7481,-77.3231,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1545","RT 614 culvert at intersection w/Rt. 619","21VASWCB","21VASWCB-1ASFP002.56",38.3994,-79.3911,"02070001","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASFP002.56","RT 614 culvert at intersection w/Rt. 619","River/Stream",NA,"02070001",NA,NA,NA,NA,38.3994,-79.3911,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"091",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1546","RT. 697 BRIDGE NEAR VA - W VA LINE","21VASWCB","21VASWCB-1ASLP034.20",39.4353,-78.3053,"02070004","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASLP034.20","RT. 697 BRIDGE NEAR VA - W VA LINE","River/Stream",NA,"02070004",NA,NA,NA,NA,39.4353,-78.3053,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"069",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1547","Rt. # 677  (Hunter Station Rd.)","21VASWCB","21VASWCB-1ASNA000.21",38.9324,-77.3082,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASNA000.21","Rt. # 677  (Hunter Station Rd.)","River/Stream",NA,"02070008",NA,NA,NA,NA,38.9324,-77.3082,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1548","ROUTE 220 BRIDGE (HIGHLAND COUNTY)","21VASWCB","21VASWCB-1ASOA001.00",38.4822,-79.5094,"02070001","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASOA001.00","ROUTE 220 BRIDGE (HIGHLAND COUNTY)","River/Stream",NA,"02070001",NA,NA,NA,NA,38.4822,-79.5094,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"091",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1549","Above confluence w/ N. Fk. Catoctin","21VASWCB","21VASWCB-1ASOC000.01",39.2098,-77.6214,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASOC000.01","Above confluence w/ N. Fk. Catoctin","River/Stream",NA,"02070008",NA,NA,NA,NA,39.2098,-77.6214,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1550","Rt. # 698  (Old Wheatland Rd)","21VASWCB","21VASWCB-1ASOC001.66",39.1908,-77.6158,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASOC001.66","Rt. # 698  (Old Wheatland Rd)","River/Stream","TMDL station CY08 (BST),  CY10/11,  Ambient Probmon CY16  - jst","02070008",NA,NA,NA,NA,39.1908,-77.6158,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1551","Rt. # 9  (Charles Town Pike)","21VASWCB","21VASWCB-1ASOC005.46",39.1636,-77.6442,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASOC005.46","Rt. # 9  (Charles Town Pike)","River/Stream","Watershed station CY09/10;  TMDL station CY11 - jst","02070008",NA,NA,NA,NA,39.1636,-77.6442,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1552","Rt. # 738  (Hampton Rd)","21VASWCB","21VASWCB-1ASOC007.06",39.1658,-77.6675,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASOC007.06","Rt. # 738  (Hampton Rd)","River/Stream","TMDL station CY10/11 - jst","02070008",NA,NA,NA,NA,39.1658,-77.6675,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1553","Rt. # 711  (Allder School Rd)","21VASWCB","21VASWCB-1ASOC010.09",39.1591,-77.6987,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASOC010.09","Rt. # 711  (Allder School Rd)","River/Stream",NA,"02070008",NA,NA,NA,NA,39.1591,-77.6987,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1554","Rt. # 611  (North Hatcher Ave)","21VASWCB","21VASWCB-1ASOC011.82",39.1423,-77.7142,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASOC011.82","Rt. # 611  (North Hatcher Ave)","River/Stream","Observed Effects station CY09/10; TMDL station CY11 - jst","02070008",NA,NA,NA,NA,39.1423,-77.7142,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1555","50 yds. above Rt. 7 Bypass","21VASWCB","21VASWCB-1ASOC013.05",39.1464,-77.7322,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASOC013.05","50 yds. above Rt. 7 Bypass","River/Stream","TMDL station CY10/11 - jst","02070008",NA,NA,NA,NA,39.1464,-77.7322,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1556","Rt. # 621  (Evergreen Mills Rd)","21VASWCB","21VASWCB-1ASOR000.59",38.9525,-77.5356,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASOR000.59","Rt. # 621  (Evergreen Mills Rd)","River/Stream","TMDL station CY12 - jst","02070008",NA,NA,NA,NA,38.9525,-77.5356,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1557","Rt. # 616  (Goshen Rd)","21VASWCB","21VASWCB-1ASOR002.99",38.9349,-77.5679,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASOR002.99","Rt. # 616  (Goshen Rd)","River/Stream","Collocated with gauge 01644250 (peak flow only).  Removed Level 3 code designating as a trend station on 1/24/03 - BHT.","02070008",NA,NA,NA,NA,38.9349,-77.5679,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1558","Rt. # 215  (Vint Hill Rd)","21VASWCB","21VASWCB-1ASOT001.44",38.755,-77.6742,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASOT001.44","Rt. # 215  (Vint Hill Rd)","River/Stream","Watershed station CY09/10  -  jst","02070010",NA,NA,NA,NA,38.755,-77.6742,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"061",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1559","Rt. # 652  (Kennedy Rd)","21VASWCB","21VASWCB-1ASOT001.65",38.7548,-77.6764,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASOT001.65","Rt. # 652  (Kennedy Rd)","River/Stream","TMDL station FY04, FY05 (BST)  - jst","02070010",NA,NA,NA,NA,38.7548,-77.6764,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"061",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1560","RT. 625 BRIDGE ( HIGHLAND COUNTY)","21VASWCB","21VASWCB-1ASTC000.02",38.4819,-79.5086,"02070001","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASTC000.02","RT. 625 BRIDGE ( HIGHLAND COUNTY)","River/Stream",NA,"02070001",NA,NA,NA,NA,38.4819,-79.5086,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"091",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1561","Rt. 220 bridge at fish hatchery","21VASWCB","21VASWCB-1ASTC000.72",38.4708,-79.5135,"02070001","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASTC000.72","Rt. 220 bridge at fish hatchery","River/Stream",NA,"02070001",NA,NA,NA,NA,38.4708,-79.5135,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"091",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1562","Rt. 635 Bridge","21VASWCB","21VASWCB-1ASTC001.54",38.4524,-79.5394,"02070001","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASTC001.54","Rt. 635 Bridge","River/Stream","special study #06068","02070001",NA,NA,NA,NA,38.4524,-79.5394,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"091",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1563","Rt. 629 culvert near Rt. 624 intersectio","21VASWCB","21VASWCB-1ASTC004.27",38.4358,-79.5389,"02070001","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASTC004.27","Rt. 629 culvert near Rt. 624 intersectio","River/Stream",NA,"02070001",NA,NA,NA,NA,38.4358,-79.5389,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"091",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1564","RT. 642 BRIDGE","21VASWCB","21VASWCB-1ASTT006.12",38.4961,-79.6133,"02070001","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASTT006.12","RT. 642 BRIDGE","River/Stream",NA,"02070001",NA,NA,NA,NA,38.4961,-79.6133,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"091",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1565","Rt. # 7  (Leesburg Pike)","21VASWCB","21VASWCB-1ASUG004.42",39.0132,-77.3685,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASUG004.42","Rt. # 7  (Leesburg Pike)","River/Stream","DeLorme river mile 4.46 (mlm)","02070008",NA,NA,NA,NA,39.0132,-77.3685,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1566","Rt. # 652  (Grant Lane)","21VASWCB","21VASWCB-1ASYC002.03",39.0619,-77.5417,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASYC002.03","Rt. # 652  (Grant Lane)","River/Stream","watershed station CY09/10, CY16 -  jst","02070008",NA,NA,NA,NA,39.0619,-77.5417,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1567","Rt. 661 Bridge","21VASWCB","21VASWCB-1ASYL000.02",39.3116,-78.1083,"02070004","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ASYL000.02","Rt. 661 Bridge","River/Stream",NA,"02070004",NA,NA,NA,NA,39.3116,-78.1083,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"069",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1568","Rt. 613  (Sleepy Hollow Rd)","21VASWCB","21VASWCB-1ATRI001.50",38.8606,-77.1661,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ATRI001.50","Rt. 613  (Sleepy Hollow Rd)","River/Stream","TMDL station CY10/11, CY15 - jst","02070010",NA,NA,NA,NA,38.8606,-77.1661,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1569","Rt. 649  (Annandale Rd)","21VASWCB","21VASWCB-1ATRI002.25",38.8665,-77.1751,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ATRI002.25","Rt. 649  (Annandale Rd)","River/Stream Perennial","TMDL special Study 2012; TMDL CY15 - jst","02070010",NA,NA,NA,NA,38.8665,-77.1751,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1570","Chestnut Ave.","21VASWCB","21VASWCB-1ATRI002.75",38.8735,-77.1779,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ATRI002.75","Chestnut Ave.","River/Stream Perennial","TMDL special study 2012, TMDL CY15 - jst","02070010",NA,NA,NA,NA,38.8735,-77.1779,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1571","South Oak St.","21VASWCB","21VASWCB-1ATRI003.66",38.8851,-77.1833,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ATRI003.66","South Oak St.","River/Stream Intermittent","TMDL special study 2012, CY15 - jst","02070010",NA,NA,NA,NA,38.8851,-77.1833,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"610",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1572","Rt. # 653  (Cochran Mill Rd)","21VASWCB","21VASWCB-1ATUS000.37",39.0842,-77.5169,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1ATUS000.37","Rt. # 653  (Cochran Mill Rd)","River/Stream","watershed station CY07/08  - jst","02070008",NA,NA,NA,NA,39.0842,-77.5169,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1573","Rt. # 301  (James Madison Pkwy)","21VASWCB","21VASWCB-1AUMC009.61",38.3244,-77.0944,"02070011","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1AUMC009.61","Rt. # 301  (James Madison Pkwy)","River/Stream","Watershed station FY06/07;  CY11/12;  CY14 -  jst","02070011",NA,NA,NA,NA,38.3244,-77.0944,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"099",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1574","Rt. # 50 (Downstream)","21VASWCB","21VASWCB-1AWAC003.31",38.9721,-77.7268,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1AWAC003.31","Rt. # 50 (Downstream)","River/Stream","This is a probabilistic biological monitoring station.","02070008",NA,NA,NA,NA,38.9721,-77.7268,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1575","Occoquan Regional Park","21VASWCB","21VASWCB-1AWLB000.06",38.6808,-77.2519,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1AWLB000.06","Occoquan Regional Park","River/Stream","TMDL stations CY12 - jst","02070010",NA,NA,NA,NA,38.6808,-77.2519,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1576","Rt. # 643  (Henderson  Rd)","21VASWCB","21VASWCB-1AWOL001.26",38.7358,-77.3639,"02070010","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1AWOL001.26","Rt. # 643  (Henderson  Rd)","River/Stream","Watershed station CY08/09/10;  TMDL station CY12 - jst","02070010",NA,NA,NA,NA,38.7358,-77.3639,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1577","Rt. # 702  (Beulah Rd)","21VASWCB","21VASWCB-1AWOT000.92",38.9506,-77.2839,"02070008","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1AWOT000.92","Rt. # 702  (Beulah Rd)","River/Stream",NA,"02070008",NA,NA,NA,NA,38.9506,-77.2839,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1578",".05 mi. dwstr Monterey  STP discharge","21VASWCB","21VASWCB-1AWSC003.54",38.4169,-79.5724,"02070001","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-1AWSC003.54",".05 mi. dwstr Monterey  STP discharge","River/Stream",NA,"02070001",NA,NA,NA,NA,38.4169,-79.5724,24000,"0","m","Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"091",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
